,电影名称,电影链接,导演,主演,评价人数,语言,制片国家/地区,类型,首播,图片链接,IMDb,片长,豆瓣评分,5星评价人数比例,4星评价人数比例,3星评价人数比例,2星评价人数比例,1星评价人数比例,剧情简介,短评数量
2,爱情神话,https://movie.douban.com/subject/35376457/,['邵艺辉'],"['徐峥', '马伊琍', '吴越', '倪虹洁', '周野芒', '黄明昊', '王影璐', '宁理', '张芝华', '吴冕', '冯玛娅', '哈姆扎·穆罕默德·纳吉·萨拉米', '孙思瀚', '赵胤胤', '卫莱', '赵国云', '杨蔚岚', '白红卫', '史航']",604106,汉语普通话 / 沪语,中国大陆,"['剧情', '喜剧', '爱情']",2021-12-24(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2772925591.jpg,16606348,112分钟,8.1,27.80%,52.30%,17.50%,2.00%,0.50%,离异多年的画家老白（徐峥 饰）经朋友介绍认识了同样离异，带着一个孩子的李小姐（马伊琍 饰），老白对李小姐一见倾心，可是李小姐似乎对这段感情有所顾虑，一直止步不前。老白在家里开设了美术班，教成年人画画，格洛瑞亚（倪虹洁 饰）是他的学生之一。热情奔放的格洛瑞亚虽然已经结婚，但是丈夫远在国外常年不回家，她似乎对老白有着超越了师生的感情。,242220
3,重庆森林,https://movie.douban.com/subject/1291999/,['王家卫'],"['林青霞', '金城武', '梁朝伟', '王菲', '周嘉玲']",735791,粤语 / 汉语普通话 / 英语 / 印地语 / 日语,中国香港,"['剧情', '爱情']",1994-07-14(中国香港),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,109424,102分钟,8.8,50.70%,38.40%,9.90%,0.80%,0.30%,编号为223的警察（金城武）失恋后患上失恋综合症，在与金发女杀手（林青霞）擦肩而过又离奇相遇并有了一晚温情后，原本以为包括“爱情”在内的所有东西都有保质期的他意外地迎来心灵的短暂温暖。可是，他们的爱情还是结束了。,165021
4,穿条纹睡衣的男孩,https://movie.douban.com/subject/3008247/,['马克·赫尔曼'],"['阿萨·巴特菲尔德', '维拉·法米加', '卡拉·霍根', '祖萨·霍尔', '安贝尔·比蒂', '拉斯洛·阿隆', '大卫·休里斯', '理查德·约翰逊', '谢拉·汉考克', '伊凡·弗雷贝利', '贝拉·费斯彼姆', '阿提拉·埃杰德', '鲁伯特·弗兰德', '大卫·海曼', '吉姆·诺顿', '杰克·塞隆', '米哈利·绍鲍多什', '泽索特·萨法尔·科夫卡', '奥索利亚·茱莉娅·帕普']",501941,英语 / 西班牙语,英国 / 美国,"['剧情', '战争']",2008-09-12(英国),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,914798,94分钟,9.2,63.20%,32.00%,4.50%,0.30%,0.10%,八岁男孩布鲁诺（Asa Butterfield 饰）一家随着纳粹军官父亲的一纸调令，由柏林搬迁到了乡下。失去了朋友们的布鲁诺很快对新家附近的“农庄”产生了兴趣，那里有一群身穿“条纹睡衣”的人终日忙碌，并且其中一个为布鲁诺一家服务，他形容肮脏，态度慎微。周遭环境和布鲁诺的举止让母亲暗暗担忧，但纳粹父亲制止家中任何怀疑既定政策的行为。,113835
5,7号房的礼物,https://movie.douban.com/subject/10777687/,['李焕庆'],"['柳承龙', '朴信惠', '郑镇荣', '金正泰', '吴达洙', '朴元尚', '郑满植', '葛素媛']",506085,韩语,韩国,"['剧情', '喜剧', '家庭']",2013-01-23(韩国),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,2659414,127分钟,8.9,57.20%,33.80%,8.00%,0.80%,0.20%,1997年，只有6岁儿童智商的智障男子李龙久（柳成龙 饰）和可爱的女儿艺胜（葛素媛 饰）相依为命，生活虽然简单清贫，却充满幸福。某天，执着为女儿买美少女战士书包的龙久意外卷入一起幼童诱拐奸杀案，而死者竟是警察局长的女儿。龙久懵懂无知，搞不清状况，昏头昏脑就被投入监狱。在7号牢房中，聚集着走私犯蘇杨浩（吴达洙 饰）、诈骗犯崔春浩（朴元尚 饰）、通奸犯姜万范（金正泰 饰）、恐吓犯老徐（金基灿 饰）和抢劫犯申奉植（郑万植 饰）等五毒俱全的“社会渣滓”。龙久孩子般纯洁的心渐渐感动了这几个“大坏蛋”，他们甚至不惜冒险将艺胜带入牢房与父亲相会。,113683
6,无双,https://movie.douban.com/subject/26425063/,['庄文强'],"['周润发', '郭富城', '张静初', '冯文娟', '廖启智', '周家怡', '王耀庆', '方中信', '高捷', '邢佳栋', '张松枝', '张建声', '吴嘉龙', '孙佳君']",877555,汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语,中国大陆 / 中国香港,"['剧情', '动作', '悬疑', '犯罪']",2018-09-30(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2535260806.jpg,7183578,130分钟,8,25.50%,52.20%,20.10%,1.80%,0.30%,身陷囹圄的李问（郭富城 饰）被引渡回港，他原本隶属于一个的跨国假钞制贩组织。该组织曾犯下过多宗恶性案件，而首脑“画家”不仅始终逍遥法外，连真面目都没人知道。为了逼迫李问吐露“画家”真实身份，警方不惜用足以判死刑的假罪证使其就范。就在此时，富有的遗孀阮文（张静初 饰）申请保释李问，而警方提出的条件依然是“画家”的真面目。,246567
7,指环王2：双塔奇兵,https://movie.douban.com/subject/1291572/,['彼得·杰克逊'],"['伊利亚·伍德', '西恩·奥斯汀', '多米尼克·莫纳汉', '奥兰多·布鲁姆', '维果·莫腾森', '伊恩·麦克莱恩', '凯特·布兰切特', '比利·博伊德', '杰德·布罗菲', '丽芙·泰勒', '安迪·瑟金斯', '米兰达·奥图', '雨果·维文', '布拉德·道里夫', '卡卢姆·吉廷斯', '伯纳德·希尔', '布鲁斯·霍普金斯', '克里斯托弗·李', '纳撒尼尔·利斯', '罗宾·马尔科姆', '约翰·贝西', '萨拉·贝克', '克雷格·帕克', '布鲁斯·菲利普斯', 'Robert Pollock', '约翰·瑞斯-戴维斯', '奥利维亚·田內', '卡尔·厄本', '史蒂芬·乌瑞', '大卫·文翰', '菲利普·格里夫', '肖恩·宾', '约翰·诺贝尔', 'Jarl Benzon', 'J?rn Benzon', 'Ben Britton', '阿利斯泰尔·布朗宁', 'Sean Button', 'Robert Catto', '罗德尼·库克', '卡尔洛斯·德林克沃特', '西奥沙福瓦', '本·弗兰舍姆', 'Jonathan Harding', 'Lucas Hayward', '丹·汉纳', '保罗·霍姆斯', '杰森霍德', '彼得·杰克逊', 'Sam Kelly', 'Sandro Kopp']",685989,英语 / 辛达林语 / 古代英语,美国 / 新西兰,"['剧情', '动作', '奇幻', '冒险']",2003-04-25(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,167261,180分钟,9.2,65.40%,28.10%,5.90%,0.40%,0.10%,第二部在延续第一部风格的同时，故事呈现出多线发展的格局，情节有了更高的观赏性。,81219
8,垫底辣妹,https://movie.douban.com/subject/26259677/,['土井裕泰'],"['有村架纯', '伊藤淳史', '吉田羊', '田中哲司', '野村周平', '安田显', '阿部菜渚美', '中村靖日', '矢岛健一', '峰村理惠']",398303,日语,日本,"['剧情', '家庭']",2016-04-14(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2329080834.jpg,4195368,117分钟,8.3,35.10%,45.80%,17.40%,1.40%,0.30%,长相甜美的高中女孩工藤沙耶加（有村架纯 饰）在家并不受父亲待见，父亲一心要把弟弟培养成棒球手，而疏于对女儿们的呵护。沙耶加所在的高中有内部升学的制度，因此她终日和小姐妹们吃喝玩乐，学习掉到了全年级倒数第一也毫不为意。温柔勤苦的妈妈（吉田羊 饰）经常被校方找去说教，她为女儿的未来焦虑万分，因此将沙耶加送到了坪田（伊藤淳史 饰）所开办的补习班。经过水平测试，沙耶加实际只有小学四年级的水平，不过开朗自信的坪田不以为意，他以特有的方式打开女孩的心防，两人很快成为好朋友。在坪田的帮助下，沙耶加对学习的态度逐渐浓厚，后来更立下了考取庆应大学的宏愿。这是丑小鸭绝地逆袭的真实故事……,119770
9,无问西东,https://movie.douban.com/subject/6874741/,['李芳芳'],"['章子怡', '黄晓明', '张震', '王力宏', '陈楚生', '铁政', '祖峰', '米雪', '王盛德', '韩童生', '王鑫', '郑铮', '章泽天', '黄梦莹', '林美秀', '保罗·菲利普·克拉克', '胡家华', '伊娜', '吴谨言', '纪帅', '王天泽', '伍麟凯', '都金翰']",688637,汉语普通话,中国大陆,"['剧情', '爱情', '战争']",2018-01-12(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2507572275.jpg,2401825,138分钟,7.5,25.50%,38.50%,26.40%,7.20%,2.50%,如果提前了解了你所要面对的人生，你是否还会有勇气前来？吴岭澜、沈光耀、王敏佳、陈鹏、张果果，几个年轻人满怀诸多渴望，在四个非同凡响的时空中一路前行。,215320
10,狙击手,https://movie.douban.com/subject/35215390/,"['张艺谋', '张末']","['陈永胜', '章宇', '张译', '刘奕铁', '黄炎', '王梓屹', '陈铭杨', '王乃训', '程泓鑫', '赵琥成', '李汶聪', '林博洋', '王佑名', '代文博', '李昆', '曹操', '柯国庆', '钱焜', '暗真', '柯南·何裴', '李凯文', '勃小龙', '孟丹青', '叶风光']",279508,汉语普通话 / 英语,中国大陆,"['剧情', '历史', '战争']",2022-02-01(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2738601191.jpg,13317320,96分钟,7.7,16.90%,55.30%,24.00%,3.20%,0.50%,影片根据抗美援朝战争“冷枪冷炮”运动中神枪手群体事迹改编。1952年冬至1953年初，中国人民志愿军与联合国军在朝鲜战场形成僵持，双方发起了低强度的密集狙击战，史称"冷枪冷炮运动"。在连长（张译 饰）带领下的狙击五班战士枪法过人，成为敌军的心头大患，班长刘文武（章宇 饰）更成为重点狙击对象。为重创狙击五班，敌方调配精英狙击小队，配以最先进的武器装备，更迫使狙击五班战士大永（陈永胜 饰）等人为救同伴进入其设好的险境之地。但正当敌军打响自己如意算盘之时，他们未料到，被他们当作诱饵的侦察兵亮亮（刘奕铁 饰）身上其实隐藏着更大的秘密......,103621
11,我和我的父辈,https://movie.douban.com/subject/35294995/,"['吴京', '章子怡', '徐峥', '沈腾']","['吴京', '章子怡', '徐峥', '沈腾', '吴磊', '黄轩', '袁近辉', '任思诺', '韩昊霖', '宋佳', '马丽', '洪烈', '张天爱', '李光洁', '海清', '陈道明', '彭昱畅', '欧豪', '贾冰', '辣目洋子', '艾伦', '常远', '余皑磊', '魏晨', '陶虹', '倪虹洁', '张雨绮', '焦圣祥', '樊雨洁', '张建亚', '张芝华', '张国强', '宁理', '胡可', '沙溢', '马书良', '曹可凡', '万茜', '祖峰', '张艺谋', '李雪健', '张小斐', '杜江', '李乃文', '耿乐', '吴昊宸', '白那日苏', '江水', '逯长恩', '张恒瑞', '阿楠', '吴昱翰', '周庆昀', '王成思', '宋阳', '李海银', '龚毅星']",233939,汉语普通话,中国大陆,['剧情'],2021-09-30(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2683055011.jpg,15465312,156分钟,6.5,5.80%,27.60%,53.20%,11.30%,2.10%,"继2019年《我和我的祖国》、2020年《我和我的家乡》，国庆三部曲之《我和我的父辈》接棒定档2021年国庆。由吴京、章子怡、徐峥、沈腾导演，“中国电影追梦人”再次集结，以革命、建设、改革开放和新时代为历史坐标, 通过“家与国”的视角描写几代父辈的奋斗经历，讲述中国人的血脉相连和精神传承，再现中国人努力拼搏的时代记忆。",92887
12,雄狮少年,https://movie.douban.com/subject/35144311/,['孙海鹏'],"['大昕', '大雄', '郭皓', '李盟', '李佳思', '蔡壮壮', '马语非', '熊陈捷', '巴赫', '大澄子', '付博文', '秋木']",418527,汉语普通话 / 粤语,中国大陆,"['剧情', '喜剧', '动画']",2021-12-17(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2702755317.jpg,16345484,104分钟,8.3,35.20%,46.30%,15.40%,2.00%,1.00%,阿娟（大昕 配音）的父母在大城市打工养家，他留守在故乡，因为孱弱的体格和怯懦的性格常常遭到旁人的欺负。一次偶然中，阿娟邂逅了和自己同名的舞狮少女（秋木 配音），少女飒爽的英姿和如雷贯耳的话语激起了阿娟对舞狮这项传动活动的兴趣，他打算参加舞狮大赛来证明自己的能力，很快，阿娟的好友阿猫（大雄 配音）和阿狗（郭浩 配音）也加入了这个计划之中。,196494
